ObservedAgentID;ContractID;InstrumentID;InstrumentTypeAnaCredit;ProjectFinanceLoan;Currency;InceptionDate;SettlementDate;LegalFinalMaturityDate;EndDateOfInterestOnlyPeriod;InterestRateCap;InterestRateFloor;InterestRateResetFrequency;InterestRateSpread;InterestRateType;CommitmentAmountAtInception;AmortisationType;PaymentFrequency;PurposeAnaCredit;PurposeCCR;Recourse;ReferenceRate;SubordinatedDebt;SyndicatedContractID;RepaymentRights;FiduciaryInstrument;FairvalueChangesDueToChangesInCreditRiskBeforePurchase;EndDateOfInstrument;Covid19Moratorium202004GrantingDate;Covid19CountryGuarantee202004Fee;InterestRate;NextInterestRateResetDate;TransferredAmount;DefaultStatusOfTheInstrumentAnaCredit;DateOfTheDefaultStatusOfTheInstrumentAnaCredit;ArrearsForTheInstrument;DateOfPastDueForTheInstrument;TypeofSecuritisation;OutstandingNominalAmount;AccruedInterest;OffBalancesheetAmount;AccountingClassificationOfInstruments;BalanceSheetRecognition;AccumulatedWriteoffs;AccumulatedImpairmentAmount;TypeofImpairment;ImpairmentAssessmentMethod;SourcesOfEncumbrance;AccumulatedChangesInFairValueDueToCreditRisk;PerformingStatusOfTheInstrument;DateOfThePerformingStatusOfTheInstrument;ProvisionsAssociatedToOffBalancesheetExposures;StatusOfForbearanceAndRenegotiation;DateOfTheForbearanceAndRenegotiationStatus;CumulativeRecoveriesSinceDefault;PrudentialPortfolio;CarryingAmount
47;CAU000000102;CAU000000102;9004;2;EUR;19/07/2021;NotApplicable;NotApplicable;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;0;98400.00; ;4;11;1;2; ;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;NotApplicable;NotRequired;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;0.00;98400.00;6;1;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;CAU000000177;CAU000000177;9004;2;EUR;25/11/2022;NotApplicable;NotApplicable;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;0;223000.00; ;4;11;1;2; ;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;NotApplicable;NotRequired;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;0.00;223000.00;6;1;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;CAU000000178;CAU000000178;9004;2;EUR;25/11/2022;NotApplicable;NotApplicable;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;0;223000.00; ;4;11;1;2; ;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;NotApplicable;NotRequired;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;0.00;223000.00;6;1;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000233;PRE000000233;1000;2;EUR;13/09/2023;13/09/2023;16/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;650000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45551; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000241;PRE000000241;1000;2;EUR;25/09/2023;25/09/2023;25/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;650000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45560; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000256;PRE000000256;1000;2;EUR;10/10/2023;10/10/2023;10/10/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;855000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.039100;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;855000.00;33151.91;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;888151.91
47;PRE000000272;PRE000000272;1000;2;EUR;25/10/2023;25/10/2023;24/10/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;50000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.041000;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;50000.00;1953.19;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;51953.19
47;PRE000000279;PRE000000279;1000;2;GBP;07/11/2023;07/11/2023;06/11/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;179464.62;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.054500;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;155000.00;7637.47;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;162637.47
47;PRE000000281;PRE000000281;1000;2;EUR;08/11/2023;08/11/2023;07/11/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;100000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.039600;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;100000.00;3619.00;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;103619.00
47;PRE000000282;PRE000000282;1000;2;EUR;10/11/2023;10/11/2023;11/11/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;275000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.039600;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;275000.00;9861.50;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;284861.50
47;PRE000000300;PRE000000300;1000;2;EUR;05/12/2023;05/12/2023;06/12/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;847316.46;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.036100;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;847316.46;25575.07;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;872891.53
47;PRE000000303;PRE000000303;1000;2;EUR;08/12/2023;08/12/2023;04/12/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;11500000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.038000;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;11500000.00;366594.44;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;11866594.44
47;PRE000000305;PRE000000305;1000;2;EUR;12/12/2023;12/12/2023;11/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;5400000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45546; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000323;PRE000000323;1000;2;USD;11/01/2024;11/01/2024;13/01/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;2128221.90;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.050400;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;2306354.08;85242.85;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;2391596.93
47;PRE000000337;PRE000000337;1000;2;EUR;23/01/2024;23/01/2024;22/01/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;100000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.036200;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;100000.00;2544.06;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;102544.06
47;PRE000000350;PRE000000350;1000;2;EUR;02/02/2024;02/02/2024;03/02/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;2000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.034800;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;2000000.00;46786.67;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;2046786.67
47;PRE000000374;PRE000000374;1000;2;EUR;28/02/2024;28/02/2024;26/02/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;140000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.036900;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;140000.00;3099.60;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;143099.60
47;PRE000000384;PRE000000384;1000;2;USD;04/03/2024;04/03/2024;03/03/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;194246.60;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.052600;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;210000.00;6474.18;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;216474.18
47;PRE000000392;PRE000000392;1000;2;EUR;14/03/2024;14/03/2024;12/03/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;500000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.036700;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;500000.00;10245.42;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;510245.42
47;PRE000000400;PRE000000400;1000;2;GBP;27/03/2024;27/03/2024;26/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;292363.47;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45561; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000401;PRE000000401;1000;2;USD;27/03/2024;27/03/2024;26/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;1304227.17;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45561; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000407;PRE000000407;1000;2;EUR;09/04/2024;09/04/2024;03/10/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;165000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.037900;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;165000.00;3039.90;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;168039.90
47;PRE000000414;PRE000000414;1000;2;EUR;15/04/2024;15/04/2024;15/10/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;1120000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.038100;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;1120000.00;20032.13;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;1140032.13
47;PRE000000421;PRE000000421;1000;2;USD;22/04/2024;22/04/2024;21/04/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;3386825.90;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.053800;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;3630000.00;89509.75;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;3719509.75
47;PRE000000428;PRE000000428;1000;2;EUR;03/05/2024;03/05/2024;03/10/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;1100000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.037700;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;1100000.00;17509.56;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;1117509.56
47;PRE000000430;PRE000000430;1000;2;USD;03/05/2024;03/05/2024;03/10/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;921489.13;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.053400;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;1000000.00;22546.67;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;1022546.67
47;PRE000000431;PRE000000431;1000;2;EUR;06/05/2024;06/05/2024;04/11/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;700000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.037800;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;700000.00;11172.00;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;711172.00
47;PRE000000432;PRE000000432;1000;2;EUR;06/05/2024;06/05/2024;03/02/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;1000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.037000;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;1000000.00;15622.22;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;1015622.22
47;PRE000000433;PRE000000433;1000;2;EUR;07/05/2024;07/05/2024;04/12/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;2500000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.037200;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;2500000.00;38233.33;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;2538233.33
47;PRE000000451;PRE000000451;1000;2;EUR;29/05/2024;29/05/2024;25/11/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;5000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.037400;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;5000000.00;64930.56;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;5064930.56
47;PRE000000452;PRE000000452;1000;2;EUR;29/05/2024;29/05/2024;23/05/2025;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;5000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.037000;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;5000000.00;64236.11;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;5064236.11
47;PRE000000458;PRE000000458;1000;2;EUR;05/06/2024;05/06/2024;04/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;650000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45539; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000459;PRE000000459;1000;2;USD;11/06/2024;11/06/2024;03/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;600000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45538; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000460;PRE000000460;1000;2;EUR;18/06/2024;18/06/2024;18/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;2000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45553; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000461;PRE000000461;1000;2;USD;18/06/2024;18/06/2024;18/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;2000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45553; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000464;PRE000000464;1000;2;EUR;20/06/2024;20/06/2024;04/12/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;20000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.036800;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;20000000.00;210577.78;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;20210577.78
47;PRE000000465;PRE000000465;1000;2;USD;20/06/2024;20/06/2024;18/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;1000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45553; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000466;PRE000000466;1000;2;EUR;21/06/2024;21/06/2024;20/09/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;5000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;45555; ;0;NotApplicable;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;0.00;NotApplicable;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;0.00
47;PRE000000467;PRE000000467;1000;2;EUR;21/06/2024;21/06/2024;20/12/2024;NotApplicable;NotApplicable;NotApplicable;0;NotApplicable;1;5000000.00;5;4;4;1;1;0;2;NotApplicable;2;2;NotApplicable;NotApplicable; ;0;0.036800;NotApplicable;0.00;0;NotApplicable;0.00;NotApplicable;7;5000000.00;52133.33;0.00;6;2;0.00;NotApplicable;0;0;1;0.00;11;45565;0.00;8;45565;NotApplicable;2;5052133.33
